Estudo em anos;Renda em 2012;UF;Genero;Idade em 2012
16;4660,65;RS;F;42
9;5178,5;MT;F;33
16;5696,35;BA;M;29
1;517,85;PI;F;48
9;4142,8;MS;M;47
1;2382,11;AP;M;40
13;1346,41;AP;M;31
14;2589,25;RS;M;49
9;932,13;PR;M;42
12;1449,98;SP;M;39
12;816,1316;RN;M;33
12;816,1316;BA;F;22
10;816,1316;PB;F;35
7;776,775;CE;M;26
4;4142,8;MT;M;75
7;816,1316;MG;M;46
4;258,925;BA;M;49
16;10357;MT;M;41
4;1760,69;RS;M;66
1;1346,41;BA;M;39
9;911,416;MG;F;59
16;12428,4;PI;F;42
12;828,56;BA;M;26
1;816,1316;MG;M;49
6;3883,875;BA;M;59
16;816,1316;MA;M;43
4;816,1316;RN;M;46
4;393,566;MG;M;48
16;1967,83;RS;F;54
7;1139,27;RS;F;44
16;2589,25;SP;M;47
12;849,274;AP;F;39
5;2071,4;ES;M;40
7;1035,7;BA;M;53
9;1242,84;PR;M;40
13;4142,8;MG;M;36
12;1346,41;AP;M;38
13;2589,25;SP;M;38
9;807,846;GO;F;28
9;1139,27;SC;F;50
9;828,56;MS;M;26
12;2071,4;SP;M;44
1;207,14;BA;M;53
16;4660,65;DF;F;39
16;8285,6;GO;M;47
9;1449,98;SC;M;22
5;1346,41;SC;M;59
8;724,99;TO;M;39
9;816,1316;PE;F;35
9;310,71;PE;F;45
3;155,355;BA;M;53
1;820,2744;BA;M;50
4;2382,11;RJ;M;50
5;1035,7;PE;M;61
1;207,14;PB;F;44
3;82,856;PI;F;32
6;207,14;CE;M;74
9;932,13;CE;M;44
9;1035,7;PA;M;27
12;826,4886;SE;M;39
16;5178,5;PR;M;44
6;1657,12;RS;M;37
13;1035,7;SP;M;44
6;828,56;PI;M;73
12;816,1316;PE;F;40
14;3624,95;RJ;M;35
16;3755,4482;BA;M;27
12;1864,26;RS;M;24
5;828,56;SP;F;57
12;724,99;PR;F;29
7;932,13;MG;M;39
1;25,8925;PI;M;72
12;5178,5;MS;M;40
1;816,1316;BA;M;46
8;1139,27;RJ;M;23
15;2997,3158;MG;M;25
1;207,14;BA;M;41
16;2071,4;GO;M;27
16;6214,2;PE;F;45
9;816,1316;CE;M;39
3;1657,12;PI;M;32
11;1242,84;AP;M;54
12;2899,96;PA;M;57
12;2589,25;SP;M;50
9;1242,84;MS;M;44
1;362,495;ES;F;32
1;207,14;MA;M;48
13;2589,25;DF;F;34
16;414,28;ES;F;57
13;1035,7;MG;F;49
9;1242,84;SE;M;52
13;1553,55;RS;M;28
4;1449,98;PR;M;54
16;2899,96;SC;F;48
13;816,1316;MG;M;44
12;1242,84;MG;M;23
9;1035,7;RN;M;32
9;1553,55;RJ;M;45
7;828,56;BA;M;44
3;932,13;SE;M;46
9;1180,698;PB;M;33
1;776,775;PB;F;50
12;1242,84;MS;M;39
11;828,56;RS;M;37
5;816,1316;GO;M;25
1;1553,55;SP;F;45
16;3107,1;MG;M;29
16;4453,51;GO;M;26
12;816,1316;BA;F;41
1;258,925;RO;M;41
11;1242,84;SP;M;26
12;1553,55;GO;F;41
3;1657,12;RJ;M;70
1;362,495;MA;M;41
12;2589,25;ES;M;32
12;1242,84;TO;F;31
16;6214,2;PR;F;34
4;1035,7;AP;M;47
12;1553,55;SC;F;33
15;4142,8;SP;M;62
11;2278,54;GO;M;25
10;51,785;BA;F;41
16;2278,54;AL;M;39
6;1553,55;MG;M;37
1;724,99;AC;M;52
16;2589,25;PE;M;51
12;2692,82;SP;M;47
16;8285,6;SP;M;54
16;1035,7;DF;M;27
3;103,57;PA;M;36
10;828,56;CE;F;24
12;6214,2;ES;M;34
12;2796,39;BA;M;35
6;1501,765;RS;F;64
12;621,42;PA;M;23
9;828,56;CE;M;25
12;414,28;BA;F;36
9;1346,41;GO;F;40
1;816,1316;PB;F;55
3;414,28;AL;M;31
12;621,42;RN;M;24
12;1035,7;PR;M;51
8;1035,7;MG;F;57
12;1864,26;RJ;M;58
5;816,1316;RR;F;39
6;816,1316;AL;M;17
6;4142,8;AP;M;53
1;621,42;CE;M;51
12;372,852;PI;F;49
12;932,13;AC;F;39
16;2589,25;MG;M;34
12;1035,7;RJ;F;47
7;816,1316;PB;M;39
8;932,13;RJ;M;33
5;932,13;MG;F;41
9;310,71;ES;M;55
16;5178,5;PE;F;41
9;1035,7;BA;M;42
7;1242,84;RS;F;45
12;2071,4;RO;F;49
1;414,28;BA;M;48
16;10357;MG;M;45
9;1346,41;PA;M;43
11;948,7012;SP;F;48
6;2071,4;SP;M;58
5;828,56;CE;F;44
4;621,42;PA;M;66
5;1035,7;CE;F;42
6;911,416;RS;F;56
15;2299,254;PI;F;44
16;15535,5;RJ;M;73
11;932,13;PR;M;28
16;5178,5;MG;F;30
10;828,56;PE;M;51
5;724,99;SP;M;78
1;2071,4;GO;M;44
9;3107,1;DF;M;73
16;4142,8;PR;F;48
12;310,71;PB;F;34
12;816,1316;PE;F;47
1;1553,55;RS;M;47
12;1242,84;SP;F;53
12;2071,4;RJ;M;32
9;816,1316;RN;M;29
16;3107,1;RS;F;47
6;724,99;BA;M;42
16;2071,4;RJ;F;41
16;7249,9;SP;M;38
16;7767,75;DF;F;46
1;807,846;RJ;M;44
5;414,28;PE;F;55
12;1294,625;SP;F;30
12;816,1316;MT;F;49
12;4142,8;GO;M;43
12;859,631;PA;M;27
9;1346,41;SC;M;41
12;828,56;RS;F;53
16;1864,26;RS;F;34
16;2071,4;MG;F;41
7;1035,7;GO;M;50
12;828,56;PI;M;35
2;1967,83;SC;M;48
16;2448,3948;BA;M;36
12;1242,84;RJ;F;36
1;517,85;TO;M;71
12;2071,4;PA;M;24
1;1035,7;MG;F;46
11;816,1316;GO;F;34
7;1242,84;DF;M;54
16;1553,55;BA;F;35
12;2278,54;RS;F;56
12;1895,331;MT;F;47
8;724,99;PI;M;20
9;1553,55;GO;M;37
16;6214,2;RS;F;35
12;1553,55;PE;F;46
12;1760,69;PR;F;29
4;816,1316;BA;M;39
6;1139,27;MS;M;22
12;1242,84;MG;F;30
3;2278,54;SP;M;32
6;1242,84;MG;M;30
16;15535,5;AP;M;48
4;952,844;MG;M;51
15;2899,96;RJ;F;43
9;1242,84;SP;F;19
16;8803,45;BA;F;58
1;817,1673;PR;M;49
16;5178,5;RS;F;34
12;828,56;PR;M;53
5;1035,7;RJ;F;50
12;1139,27;PE;M;23
12;2589,25;MS;F;45
4;816,1316;SP;M;37
9;62,142;AP;F;25
15;1191,055;RR;F;30
8;310,71;BA;F;25
16;4660,65;RS;F;50
11;3107,1;MT;M;38
2;207,14;PA;F;42
4;1035,7;MG;M;36
4;103,57;PI;M;67
12;6421,34;BA;F;47
6;548,921;RS;F;65
5;828,56;RJ;F;51
12;1242,84;MG;F;56
12;2692,82;MG;M;36
9;3107,1;RO;M;49
16;12428,4;SP;M;53
16;1553,55;AP;F;36
8;990,1292;PE;M;46
5;207,14;PR;M;51
6;1035,7;BA;M;40
12;2589,25;PR;M;37
8;1760,69;MG;M;48
16;4142,8;RS;F;56
8;1007,7361;MG;F;24
6;1449,98;TO;M;38
12;2589,25;SP;M;48
12;816,1316;DF;F;43
10;103,57;PB;F;23
15;2692,82;RJ;M;50
12;1035,7;PE;F;45
16;621,42;MG;M;73
1;1346,41;RJ;M;39
12;2071,4;SC;M;27
12;414,28;ES;F;51
4;932,13;MG;F;59
4;1242,84;RJ;M;45
3;828,56;AP;M;40
12;2071,4;SP;M;52
4;1191,055;RJ;M;43
12;1139,27;PA;M;29
12;2692,82;RS;M;45
6;816,1316;PE;M;49
12;1139,27;SC;F;34
12;1242,84;SP;M;40
5;466,065;BA;M;47
12;983,915;GO;M;26
12;3107,1;RJ;M;39
12;2071,4;SC;M;37
3;828,56;BA;M;39
10;1864,26;MG;M;42
16;1346,41;SP;F;51
12;932,13;PA;F;61
1;4142,8;RJ;M;52
14;3624,95;RJ;M;40
16;1553,55;AC;F;24
9;517,85;RJ;F;37
5;1265,6254;RO;M;35
12;1708,905;MT;F;31
12;1449,98;ES;M;45
16;7249,9;RJ;F;34
1;724,99;RJ;F;57
5;1035,7;PR;M;42
12;816,1316;BA;M;28
9;1035,7;SP;M;34
12;828,56;RO;F;36
12;2071,4;AP;F;57
12;1139,27;RJ;F;34
12;2071,4;CE;M;23
16;1553,55;GO;F;49
12;919,7016;PE;F;29
4;207,14;PA;M;60
10;1035,7;RO;M;49
5;807,846;GO;M;45
16;1449,98;RJ;F;23
16;1553,55;MS;M;76
12;1035,7;MT;F;33
12;1242,84;AP;F;50
16;3624,95;SP;F;39
16;5696,35;PE;M;34
5;207,14;PR;F;47
5;816,1316;GO;F;54
5;517,85;RS;M;52
12;4194,585;PR;M;46
12;1242,84;AC;M;25
5;621,42;SP;F;58
7;1657,12;RS;M;53
9;1553,55;SC;M;52
8;994,272;DF;F;50
1;6214,2;DF;M;48
6;4660,65;PE;M;39
8;724,99;PA;F;35
16;816,1316;MG;M;36
3;880,345;SP;M;37
12;5178,5;GO;M;45
12;621,42;SP;M;30
9;1449,98;GO;M;45
16;1346,41;MS;F;52
12;5178,5;SP;M;52
12;932,13;SP;F;29
8;2382,11;RS;M;62
12;538,564;RO;M;30
9;2071,4;SC;M;49
5;517,85;PA;M;53
12;1242,84;GO;M;41
16;2485,68;PA;M;29
1;1035,7;PA;F;57
1;1553,55;RS;M;49
4;816,1316;CE;M;37
12;1611,5492;PA;M;62
9;1864,26;RS;M;59
9;258,925;PA;F;25
16;8182,03;SP;M;26
9;1139,27;MS;M;45
14;2589,25;PR;M;25
7;1657,12;RS;F;41
5;517,85;RO;F;43
14;1139,27;SC;M;40
1;155,355;MA;F;65
12;1242,84;BA;M;65
9;5178,5;RS;M;44
12;816,1316;PE;M;50
9;816,1316;RO;M;37
12;1553,55;MS;M;49
12;8596,31;RS;M;57
16;3624,95;MG;M;47
6;816,1316;GO;F;44
16;2589,25;DF;M;26
12;1553,55;PR;F;56
12;1035,7;PR;F;49
7;1242,84;BA;F;43
9;1242,84;SP;M;27
5;724,99;BA;M;43
17;952,844;MG;F;33
16;4660,65;SP;M;45
12;1294,625;RJ;F;59
16;3832,09;SP;F;27
16;1139,27;AP;M;45
12;816,1316;MG;F;27
9;816,1316;MT;F;51
9;621,42;PA;F;26
16;2589,25;PR;F;35
9;816,1316;PE;M;30
1;517,85;PE;M;68
5;780,9178;RJ;M;48
7;994,272;MG;M;39
5;1864,26;SP;F;35
16;8285,6;SP;M;42
12;1242,84;CE;M;58
16;724,99;AP;M;32
12;1553,55;PA;M;39
9;1035,7;PR;F;32
16;4660,65;MG;M;37
12;3314,24;MG;M;41
16;6214,2;AP;M;43
12;2278,54;MG;M;26
16;2071,4;SP;M;28
2;1035,7;BA;M;59
2;414,28;RS;F;77
7;1242,84;PR;M;52
13;2071,4;RS;M;41
12;2071,4;PR;M;40
10;2071,4;SC;M;26
14;1139,27;PA;F;31
7;1035,7;MG;M;45
5;517,85;SC;M;61
12;1760,69;TO;M;38
16;5696,35;RJ;F;37
5;1242,84;SP;M;67
9;1346,41;DF;M;53
12;724,99;RJ;F;52
12;621,42;BA;M;46
9;2071,4;SP;M;23
14;3107,1;PR;M;32
12;4142,8;MT;M;43
12;155,355;MA;F;31
10;816,1316;PB;M;22
12;2309,611;DF;F;39
12;859,631;MG;F;35
9;82,856;CE;F;26
11;880,345;MG;M;20
16;2589,25;CE;M;42
12;1294,625;PA;M;41
11;818,203;MT;F;17
1;621,42;PE;M;44
5;310,71;PA;F;45
6;3624,95;RS;M;57
9;828,56;CE;F;48
12;2071,4;CE;M;27
16;828,56;MG;M;73
8;1346,41;BA;F;42
9;2589,25;MG;M;55
4;1812,475;MG;M;59
6;2589,25;BA;M;39
12;828,56;DF;M;25
5;1035,7;PR;M;65
12;2019,615;RS;M;31
9;1605,335;MG;M;39
8;1035,7;SP;M;27
16;3107,1;BA;F;43
16;4142,8;DF;M;35
16;7249,9;RS;F;49
9;517,85;RJ;M;22
14;1242,84;RJ;F;40
12;1346,41;MG;F;56
11;932,13;RJ;F;38
9;1294,625;MG;M;38
2;932,13;BA;M;38
12;1242,84;PR;M;33
16;5178,5;MG;M;70
11;880,345;SE;M;45
15;4142,8;MG;M;44
1;1035,7;CE;M;54
13;932,13;AP;M;54
12;2589,25;SP;F;55
1;828,56;CE;M;46
9;1242,84;RS;M;21
4;207,14;MG;F;35
1;82,856;PI;M;57
11;1242,84;DF;M;22
16;1760,69;RS;F;49
12;1035,7;MG;M;40
3;816,1316;MG;F;50
12;1553,55;PR;M;56
12;2071,4;RS;M;33
9;621,42;SP;M;56
9;5178,5;RS;M;58
1;1242,84;CE;M;75
3;816,1316;SP;F;45
1;816,1316;PE;M;59
12;1346,41;TO;F;53
10;1760,69;PE;M;40
12;2589,25;ES;M;48
5;1035,7;MT;M;60
16;816,1316;ES;M;46
12;1242,84;AL;M;53
12;3935,66;RO;M;24
9;1242,84;BA;M;42
12;1346,41;MG;M;41
12;816,1316;PB;F;53
1;20,714;MA;M;40
16;7249,9;PR;F;43
12;2071,4;SE;F;30
9;414,28;PA;M;58
7;3624,95;GO;M;46
2;517,85;PI;M;42
6;1242,84;SC;M;45
3;207,14;SC;M;51
5;932,13;RS;F;48
9;517,85;CE;F;52
12;2071,4;SP;M;28
4;124,284;PA;M;71
16;5033,502;MG;M;53
12;1242,84;DF;M;39
11;2382,11;PR;M;29
16;1864,26;SP;M;23
8;1553,55;TO;M;35
12;1553,55;SP;M;33
15;7042,76;AP;M;58
1;310,71;CE;M;35
7;983,915;PR;F;32
4;1346,41;SC;M;55
12;1242,84;MG;M;19
16;2071,4;MG;F;50
3;2278,54;CE;M;50
5;828,56;ES;M;51
5;1864,26;MT;M;36
4;517,85;RN;M;49
12;1242,84;AP;M;34
12;645,2411;SE;F;49
16;5178,5;RS;M;50
4;414,28;RO;M;56
5;82,856;MA;F;33
2;207,14;SE;M;63
9;1657,12;MT;M;40
15;1760,69;ES;M;49
16;4080,658;SP;F;44
11;761,2395;RJ;F;44
5;3624,95;SC;M;60
6;517,85;CE;M;80
12;1760,69;SC;M;30
15;1864,26;MG;M;37
16;7767,75;RS;M;31
4;414,28;TO;M;53
10;851,3454;MG;F;32
13;932,13;RJ;F;52
9;805,7746;RS;F;54
12;1657,12;RR;M;34
16;1346,41;SP;M;49
12;1242,84;PE;M;37
12;932,13;PA;M;25
9;1242,84;SC;F;36
8;932,13;AP;M;28
10;1553,55;SC;M;42
8;1449,98;GO;M;56
1;144,998;MA;F;61
12;5178,5;SC;M;32
12;2589,25;PB;M;54
12;932,13;RJ;M;31
6;1035,7;PI;M;49
12;15535,5;MG;M;48
10;816,1316;PA;F;52
16;1657,12;RJ;M;50
8;1449,98;AP;M;54
12;3107,1;RJ;M;36
6;816,1316;PA;M;59
16;2071,4;RJ;M;35
12;2485,68;MG;F;68
6;310,71;AP;F;60
12;1553,55;MG;M;64
16;5178,5;PR;M;40
12;1553,55;BA;M;39
16;3107,1;SC;M;26
12;1242,84;AP;M;43
5;816,1316;MT;F;53
1;1553,55;RN;M;61
1;466,065;CE;M;77
9;414,28;MG;M;67
6;816,1316;MG;M;46
6;816,1316;AP;M;59
10;1760,69;SP;M;33
5;932,13;SP;M;59
16;1967,83;BA;M;30
1;258,925;AP;M;44
12;3624,95;MG;F;61
12;1242,84;SP;M;27
1;724,99;MA;M;56
12;4142,8;SP;M;46
12;1087,485;RO;M;38
12;1117,5203;CE;M;34
16;1553,55;PR;F;52
6;1242,84;MG;M;32
12;2589,25;SP;M;34
12;1864,26;CE;M;37
9;2071,4;PB;M;49
5;1191,055;PR;M;61
16;4142,8;PR;M;29
16;1035,7;ES;M;30
12;816,1316;PA;M;54
16;2382,11;RS;M;53
13;1242,84;MS;F;33
12;1346,41;PA;M;41
6;1242,84;AP;F;56
14;5696,35;DF;M;28
16;1000,4862;RS;F;23
12;932,13;RO;M;35
12;816,1316;PB;M;34
9;1222,126;PR;M;42
1;310,71;MT;F;58
9;2899,96;PE;M;56
16;15535,5;SP;M;50
6;1242,84;RS;M;37
5;1035,7;SE;M;51
5;2071,4;AP;M;35
16;7249,9;PA;M;29
16;4142,8;PI;F;31
12;745,704;RR;M;27
12;816,1316;CE;F;34
12;963,201;CE;M;25
15;7249,9;BA;M;50
12;1035,7;MG;M;37
9;816,1316;CE;M;35
12;1967,83;PR;F;41
12;942,487;PA;M;45
12;2071,4;MS;M;29
2;932,13;MT;F;48
3;621,42;CE;M;42
9;9321,3;MS;M;48
12;816,1316;SP;M;53
9;207,14;RN;F;27
3;414,28;RN;F;47
12;880,345;PA;F;37
9;1449,98;MG;M;42
12;2589,25;SP;M;35
9;816,1316;PA;M;32
10;818,203;PR;M;35
16;10357;DF;F;44
5;816,1316;MG;M;38
12;1553,55;GO;M;60
16;3107,1;MG;F;41
12;816,1316;DF;M;58
12;5178,5;BA;M;33
16;4142,8;SC;M;31
8;1553,55;SP;M;33
15;2899,96;RS;M;47
12;932,13;PI;F;38
12;10357;SP;M;59
12;1224,1974;MA;M;45
1;932,13;GO;F;55
1;724,99;PB;M;58
16;2071,4;SP;M;52
16;2071,4;SP;M;39
11;1864,26;PR;M;34
11;2071,4;RJ;M;35
9;828,56;AP;M;28
13;1553,55;RJ;F;22
12;1035,7;SE;M;48
6;828,56;RS;M;54
12;816,1316;BA;M;23
12;2485,68;RO;M;35
5;828,56;PE;M;39
16;12428,4;DF;M;33
12;1035,7;AP;F;46
16;5489,21;MG;M;33
14;3832,09;SC;M;46
12;1864,26;RJ;M;29
16;2071,4;PR;F;29
9;1449,98;SC;M;26
12;816,1316;RS;M;41
12;3624,95;AP;M;48
12;2071,4;AP;M;35
9;1864,26;SC;M;43
14;621,42;RS;F;54
12;816,1316;SP;F;62
9;1553,55;RS;M;58
4;517,85;MG;M;77
16;5178,5;RS;M;40
16;5178,5;MT;M;42
1;816,1316;BA;M;50
3;724,99;PE;M;42
6;31,071;BA;M;56
12;3003,53;AC;M;33
16;4142,8;RJ;M;39
12;1553,55;RJ;M;61
7;1864,26;GO;M;48
16;10357;PA;M;47
12;1242,84;DF;M;37
14;1569,0855;RR;M;22
16;3624,95;MG;M;45
12;3107,1;PR;M;30
16;3624,95;MS;F;37
1;82,856;BA;M;37
12;915,5588;MG;F;37
1;2071,4;AC;M;61
5;414,28;SE;M;25
9;3624,95;ES;M;56
16;2071,4;MG;F;73
16;1553,55;CE;M;31
1;517,85;MG;M;62
1;414,28;MA;M;41
9;1449,98;RR;M;47
12;1035,7;SP;F;44
3;3107,1;RN;M;32
4;816,1316;RS;M;53
16;6214,2;GO;M;46
12;621,42;PE;F;32
6;517,85;RN;M;28
1;828,56;PE;M;23
6;621,42;BA;M;45
6;362,495;AL;M;52
5;816,1316;ES;F;55
1;816,1316;AL;M;54
16;3107,1;RS;F;45
4;901,059;PE;M;48
3;1242,84;MS;M;39
6;1553,55;MG;M;37
12;1139,27;MG;M;29
8;1139,27;MS;F;49
12;1035,7;PB;F;50
5;776,775;MG;M;40
6;875,1665;RN;M;23
12;1294,625;CE;M;28
12;816,1316;PE;M;42
12;1632,2632;RJ;M;49
12;816,1316;CE;F;54
7;1429,266;SP;M;52
12;1708,905;PR;F;39
9;724,99;TO;M;64
16;2382,11;SC;F;40
6;828,56;CE;M;46
12;814,0602;BA;M;51
9;2589,25;RJ;M;33
9;2589,25;PI;M;35
12;1449,98;RJ;F;57
5;517,85;SE;M;35
1;310,71;AP;M;63
16;2071,4;GO;F;46
15;3624,95;DF;M;26
9;1657,12;RJ;F;38
8;1449,98;MG;M;33
16;5489,21;DF;M;29
16;2796,39;MG;M;52
1;2278,54;PR;M;39
1;1346,41;BA;M;62
9;828,56;AP;M;43
5;1553,55;SP;F;58
12;932,13;CE;M;23
16;5178,5;PE;M;62
12;1035,7;RS;M;52
9;2879,246;RS;M;41
9;816,1316;RJ;F;47
5;828,56;PI;M;43
12;2589,25;SP;F;30
6;4142,8;SC;M;27
1;1139,27;PR;M;49
3;621,42;SE;M;32
5;362,495;DF;F;38
12;1014,986;SP;F;36
12;258,925;CE;M;72
12;2485,68;PE;M;51
12;5178,5;MG;M;31
16;1760,69;GO;M;31
4;1035,7;PE;M;30
12;1553,55;RJ;M;38
12;816,1316;MG;F;27
16;10357;MT;F;33
10;2071,4;RS;M;29
16;5712,9212;RJ;M;42
10;1553,55;MG;M;42
9;517,85;CE;M;54
1;1242,84;RO;M;46
12;911,416;PE;F;51
12;724,99;PE;M;22
4;2071,4;RS;M;28
6;2485,68;RJ;F;43
11;155,355;CE;F;28
5;1657,12;SC;M;53
14;2071,4;DF;F;30
4;724,99;BA;F;75
12;1553,55;PE;M;54
16;5178,5;MS;M;47
5;816,1316;MG;M;53
16;207,14;SP;F;41
9;932,13;RJ;M;51
7;1139,27;PA;M;29
10;1090,5921;MG;F;39
5;1035,7;MA;M;34
12;1553,55;SP;F;45
2;310,71;PA;M;69
12;1294,625;RJ;M;52
9;3107,1;RJ;M;44
5;2071,4;SP;M;38
12;816,1316;GO;F;32
12;1035,7;AP;M;23
9;932,13;PA;M;52
11;1553,55;SP;M;30
1;2071,4;BA;M;47
9;1449,98;AP;M;52
12;3107,1;SC;F;40
12;410,1372;RN;M;43
6;414,28;AP;M;22
12;1242,84;BA;M;49
9;10357;MT;M;25
9;1553,55;AC;M;29
12;362,495;MA;M;76
12;2589,25;PR;M;35
12;2071,4;DF;M;32
12;6214,2;DF;M;40
12;724,99;MA;F;50
16;20714;DF;F;32
16;31071;SP;M;43
3;1553,55;RS;M;46
12;1242,84;RJ;M;26
9;911,416;PE;F;34
6;517,85;AP;M;19
5;1035,7;AC;M;51
15;8161,316;MT;M;38
5;2071,4;MG;M;51
12;3107,1;MS;M;37
5;828,56;MG;F;50
12;8285,6;AC;M;38
2;414,28;MA;M;66
12;1553,55;SP;F;23
16;1035,7;SP;F;59
8;621,42;CE;M;50
16;10357;RJ;F;62
13;1449,98;BA;M;37
6;3107,1;AP;M;40
16;8285,6;RJ;M;58
4;1035,7;GO;M;42
5;1864,26;AC;M;61
4;1864,26;SP;M;59
3;207,14;BA;F;79
1;310,71;BA;M;79
16;31071;PR;M;44
5;816,1316;PI;M;26
12;1035,7;PA;F;56
12;816,1316;GO;F;54
12;414,28;CE;F;27
3;816,1316;RJ;M;47
12;1242,84;BA;M;42
6;1346,41;RJ;F;67
9;816,1316;TO;M;51
12;2071,4;BA;M;49
16;1139,27;BA;M;32
12;1041,9142;RS;F;57
16;2796,39;DF;M;39
15;20714;PB;M;52
5;2589,25;MS;M;74
3;207,14;BA;M;47
12;781,9535;SP;M;26
13;1449,98;RO;M;36
13;921,773;PE;M;41
6;2071,4;RS;M;71
10;988,0578;RS;M;30
16;7767,75;AP;F;32
6;2382,11;RS;M;68
12;517,85;PE;F;31
9;1242,84;SC;M;35
9;3107,1;RJ;M;36
6;816,1316;GO;M;41
11;828,56;GO;M;30
9;1346,41;BA;M;37
9;828,56;TO;M;41
16;5207,4996;RR;F;47
8;1553,55;MG;M;43
15;5178,5;PR;M;38
12;2589,25;RS;M;50
16;1242,84;AP;M;34
5;816,1316;SC;M;41
12;4142,8;DF;M;54
7;1449,98;RS;M;26
6;207,14;PE;M;30
16;10357;TO;M;32
5;890,702;GO;M;46
12;2278,54;SP;M;39
5;1242,84;SC;M;53
9;973,558;RS;F;51
8;1035,7;PI;M;34
12;1553,55;RN;F;41
16;10357;SP;F;26
14;828,56;PR;F;33
9;1553,55;PR;M;43
6;1553,55;RS;M;49
4;103,57;CE;F;51
16;310,71;PE;F;47
4;662,848;BA;M;54
1;103,57;CE;F;53
2;816,1316;MG;F;49
12;2071,4;SP;M;51
5;932,13;CE;M;54
12;2382,11;SC;M;39
12;1035,7;BA;F;30
5;59,0349;PI;M;32
12;1553,55;RS;F;48
5;1077,128;MG;M;36
5;828,56;RS;M;65
15;983,915;MS;F;36
16;3107,1;PE;M;32
5;932,13;RN;F;34
12;2899,96;PR;M;34
6;621,42;DF;F;54
12;3314,24;AC;M;54
12;816,1316;BA;M;35
16;20714;RJ;M;83
13;2174,97;BA;M;28
6;932,13;SP;F;56
12;724,99;PA;M;32
1;1035,7;SE;M;33
16;5178,5;SC;M;42
10;517,85;SP;F;34
6;1242,84;PR;M;40
11;828,56;GO;F;48
12;1553,55;BA;M;47
13;2071,4;ES;M;39
4;724,99;PA;F;35
7;20714;MS;M;39
12;3107,1;SC;M;34
6;1139,27;RS;F;53
12;2899,96;PA;M;50
4;1553,55;PA;M;58
12;724,99;PA;F;26
10;1242,84;PR;M;30
6;331,424;PR;F;56
1;569,635;CE;M;54
9;2071,4;PA;M;49
2;932,13;PE;M;51
3;1035,7;PE;M;52
12;1242,84;RJ;F;56
2;1553,55;GO;M;51
4;517,85;PI;M;79
6;2589,25;MS;M;33
7;1139,27;RO;F;43
6;2071,4;GO;M;53
1;414,28;TO;M;49
6;207,14;PE;F;41
8;517,85;PA;M;42
9;1760,69;MS;M;43
16;3107,1;PR;F;49
12;816,1316;MG;F;38
12;2071,4;PR;M;38
12;1035,7;MG;M;45
12;816,1316;BA;M;32
5;1449,98;MS;M;39
9;434,994;RJ;F;54
10;6214,2;MG;M;41
9;155,355;PE;F;46
9;2589,25;MG;M;41
16;7042,76;DF;M;73
5;880,345;ES;F;46
12;6214,2;RJ;M;50
14;6158,2722;AP;M;45
15;4660,65;RS;M;47
16;24856,8;DF;M;49
12;1242,84;AL;M;36
12;1864,26;CE;M;35
11;1242,84;PE;M;32
12;1553,55;RJ;M;28
5;816,1316;SC;M;56
12;3107,1;SP;M;37
1;310,71;CE;M;51
12;1657,12;MT;M;35
3;1035,7;SP;M;32
16;3624,95;SC;F;53
9;51,785;PA;F;41
12;1035,7;GO;M;38
12;1242,84;CE;M;35
12;4142,8;RS;M;54
5;3107,1;SP;F;72
5;310,71;PA;M;36
4;362,495;SE;M;34
16;20714;PR;M;40
9;1118,556;PI;F;35
16;10357;RJ;M;42
11;816,1316;MT;F;18
1;414,28;CE;F;40
7;1242,84;SP;M;45
3;816,1316;PE;M;40
11;1035,7;PA;M;37
12;859,631;MG;M;46
6;1139,27;PE;M;49
12;1553,55;SP;M;36
16;3107,1;MG;M;38
6;2071,4;PR;F;52
5;828,56;PR;F;52
16;6214,2;GO;M;44
12;3107,1;RJ;M;47
12;828,56;BA;M;33
12;1129,9487;PA;M;61
16;5696,35;SP;F;56
16;4142,8;MG;F;35
12;880,345;PE;M;45
10;403,923;AP;M;39
12;1242,84;BA;M;29
12;9010,59;DF;M;58
12;1242,84;MG;M;37
5;1553,55;RO;M;37
5;310,71;BA;F;23
12;7249,9;DF;F;38
6;310,71;MA;M;33
5;816,1316;GO;F;46
15;6214,2;TO;M;34
10;1242,84;SP;F;27
14;1967,83;PB;F;36
1;1553,55;MT;M;44
12;1864,26;MT;M;29
6;3107,1;SP;M;44
12;4349,94;SP;M;45
13;2382,11;RR;M;35
12;2071,4;MG;M;61
11;1574,264;SP;M;20
12;517,85;CE;F;28
5;1242,84;RO;M;51
12;2589,25;PA;F;25
12;1553,55;SC;M;24
12;1864,26;MT;M;29
16;2071,4;GO;M;54
12;932,13;GO;F;48
12;2589,25;AL;M;55
9;1035,7;PR;M;50
14;1242,84;BA;F;42
5;994,272;PR;M;45
16;5178,5;RJ;F;47
16;5178,5;GO;M;40
11;3107,1;RO;M;44
6;2071,4;AP;F;65
9;2278,54;RS;M;56
7;258,925;CE;F;27
16;4142,8;SP;M;50
7;932,13;GO;M;32
12;2071,4;RS;M;32
11;2071,4;SP;F;58
16;5712,9212;MG;M;34
14;5903,49;DF;M;37
4;621,42;RS;M;71
5;880,345;MG;M;47
12;1242,84;SP;M;46
16;4267,084;MG;F;32
9;1553,55;MS;M;32
12;1967,83;ES;M;66
12;4142,8;MG;M;41
